mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_32845,CCNc1cc(c[nH]1)C,5.21742,0.76175,0.70124,1.3936,88.53,-0.1801,0.0571,0.2373,1697.1961,0.183073,-383.307432,-383.29752,-383.296576,-383.343212,36.062
gdb_56844,CC(C#C)C1C2CCC12,2.80513,1.18999,1.00066,0.8719,87.95,-0.2457,0.0581,0.3038,1281.8813,0.181785,-349.891975,-349.882855,-349.88191,-349.926023,35.134
gdb_36932,C1CC1CC2OCCO2,4.71206,0.82477,0.77404,1.0596,79.41,-0.2501,0.0914,0.3415,1546.2194,0.183213,-424.214781,-424.205843,-424.204899,-424.250127,32.422
gdb_113136,OCC1NC1(C#C)C#C,2.43379,1.18655,0.89232,1.5155,79.05,-0.2449,0.005,0.2499,1291.8375,0.121176,-400.638916,-400.629431,-400.628487,-400.673341,34.962
gdb_73315,CC12CCC34CC(C13)C24,2.85648,1.95861,1.39247,0.2024,86.56,-0.2618,0.0882,0.35,994.6002,0.184387,-349.884869,-349.877722,-349.876778,-349.915777,30.458
gdb_132,C(CO)C=O,22.23659,2.16652,2.13287,1.4229,39.92,-0.2536,-0.0285,0.225,550.4469,0.089449,-268.282665,-268.276602,-268.275658,-268.312338,19.422
gdb_74206,CC1=CC(=O)NCC=C1,2.32398,1.58855,1.00561,4.1726,82.77,-0.2294,-0.0466,0.1828,1181.4099,0.149087,-401.997889,-401.989511,-401.988567,-402.03088,31.777
gdb_71922,CC12OC3CN(C13)C2=O,2.53436,2.13709,1.50068,3.6415,68.58,-0.2334,-0.0225,0.211,899.7331,0.124348,-437.841286,-437.83413,-437.833185,-437.872667,27.839
gdb_122108,CCC(CCCO)C=O,3.03527,0.65444,0.56526,3.9177,83.52,-0.2455,-0.0191,0.2264,1997.6798,0.202326,-425.437877,-425.426264,-425.425319,-425.476468,39.762
gdb_13004,CC1=CCC2NC12C,2.67959,2.42338,1.527,1.5975,77.01,-0.2218,0.0275,0.2493,902.8402,0.165946,-327.923378,-327.915582,-327.914638,-327.954841,30.465
gdb_106350,OCC12CC(C1)(O2)C=O,4.80337,0.95634,0.92221,1.2176,70.1,-0.2584,-0.0453,0.2131,1271.6199,0.13343,-458.894759,-458.886042,-458.885098,-458.928941,31.73
gdb_106774,CCC12NC1(C)CC2O,2.05991,1.51336,1.08964,2.1318,82.99,-0.2379,0.0714,0.3092,1240.0619,0.192687,-404.319431,-404.309477,-404.308533,-404.354111,37.39
gdb_21399,N=C1NC(=N)C=NO1,3.95306,2.05981,1.35419,2.016,62.5,-0.2577,-0.0746,0.183,823.6523,0.085494,-410.823556,-410.817126,-410.816182,-410.854434,23.98
gdb_125565,Cc1nnc2n1nco2,3.56145,1.76985,1.19109,4.4598,64.57,-0.2546,-0.0379,0.2167,946.2122,0.09141,-448.918921,-448.912278,-448.911334,-448.950161,24.522
gdb_13574,CC1CN1C(=O)C#N,3.87754,1.54164,1.24446,4.9814,64.9,-0.2826,-0.064,0.2186,957.3501,0.106211,-378.72604,-378.718063,-378.717119,-378.758776,27.725
gdb_22993,CC(C)C1NCC1=NO,2.64386,1.1161,0.82463,1.0319,83.46,-0.2295,0.003,0.2325,1425.8243,0.180979,-420.346838,-420.336854,-420.33591,-420.381748,36.971
gdb_71783,CC12CC3C4OC1C4N23,3.06826,1.96716,1.79926,0.2304,73.11,-0.2209,0.0475,0.2684,856.953,0.149428,-401.863439,-401.857008,-401.856064,-401.893771,27.247
gdb_108822,CCC1=CC(O)C(C)C1,3.03662,1.00184,0.83202,2.0287,88.48,-0.2401,0.0154,0.2555,1491.5294,0.205428,-388.315108,-388.305074,-388.30413,-388.350185,37.644
gdb_110031,CCN1C(C)COC1=O,2.08823,1.68661,1.0683,4.9023,75.3,-0.2412,0.0576,0.2988,1182.1693,0.171269,-440.346412,-440.336996,-440.336051,-440.381586,33.703
gdb_69636,CC12CC1C1(OC21)C=O,3.83516,1.15157,1.12477,4.1263,74.47,-0.2383,-0.0428,0.1955,1145.2511,0.13326,-421.757455,-421.749251,-421.748307,-421.790159,31.103
gdb_128105,Cc1c(c(no1)N)NC,1.91537,1.8089,0.99512,3.4736,75.71,-0.2231,0.0118,0.2349,1199.6556,0.147525,-435.257317,-435.247805,-435.246861,-435.29179,34.235
gdb_106019,CCC12C3CC(C13)C2=O,2.60643,1.57273,1.22684,3.2834,79.16,-0.2316,0.0117,0.2432,1091.4133,0.159395,-385.868656,-385.860529,-385.859585,-385.901584,31.221
gdb_51251,C1C(=CC(=O)N1)NC=O,3.69691,1.06378,0.83076,7.1202,72.3,-0.2417,-0.0379,0.2038,1285.612,0.113836,-454.019102,-454.010999,-454.010055,-454.052341,29.279
gdb_94810,CC1OCC2(CC2)C1O,2.31717,1.6352,1.23401,1.4625,77.93,-0.2403,0.0591,0.2993,1106.7207,0.182013,-424.214947,-424.205671,-424.204727,-424.249879,34.913
gdb_107355,CCC12CC1NC(=O)C2,3.32181,1.15546,0.97153,3.7172,79.06,-0.2357,0.0288,0.2645,1266.0703,0.171951,-403.190305,-403.181766,-403.180822,-403.223497,33.113
gdb_121245,COCC1CCC1CO,2.9185,0.83328,0.70435,2.0713,83.09,-0.2515,0.0749,0.3264,1670.7829,0.204585,-425.394525,-425.384089,-425.383145,-425.43062,37.374
gdb_131550,OC1CNC2=NNN=C12,3.09944,1.64304,1.12412,1.8854,67.15,-0.2146,-0.0091,0.2056,1011.53,0.116347,-450.109833,-450.102603,-450.101659,-450.141598,27.572
gdb_133351,NC1=CON=C(F)C1=N,2.45727,1.81413,1.04459,2.8658,67.94,-0.2159,-0.0578,0.158,1024.12,0.089552,-494.00051,-493.993182,-493.992238,-494.032205,28.236
gdb_25396,c1cnc([nH]c1=O)C=O,3.80784,1.20702,0.9165,0.5505,71.07,-0.2592,-0.1041,0.1551,1155.4288,0.09059,-452.814725,-452.807528,-452.806584,-452.846859,26.172
gdb_89705,CC1CC2(CC1O2)C=O,3.38753,1.24655,1.11717,2.6258,75.46,-0.2555,-0.0382,0.2173,1150.0818,0.158808,-423.018394,-423.010145,-423.009201,-423.051478,31.485
gdb_23803,FC1=CC(=O)ON=N1,4.22552,1.90258,1.31189,2.6909,48.85,-0.2956,-0.121,0.1746,786.5505,0.046973,-474.591955,-474.586021,-474.585077,-474.622367,21.32
gdb_114700,COC1CC2CC2(C)C1,3.46233,1.10405,1.0445,1.1151,86.09,-0.2442,0.0826,0.3268,1302.5977,0.206099,-388.290918,-388.281763,-388.280819,-388.324368,35.639
gdb_83853,CN1C2COCC(=O)C12,2.09978,1.87841,1.30098,2.6866,72.19,-0.2402,-0.0343,0.2059,1025.9978,0.148004,-439.059128,-439.051038,-439.050094,-439.091882,30.595
gdb_77303,OC1C(CC=O)NC1=O,2.9873,1.14454,0.90863,2.891,66.02,-0.2518,-0.0357,0.2162,1238.2135,0.122325,-475.045165,-475.036128,-475.035184,-475.079764,31.744
gdb_117534,CC(O)C(CCO)C#C,2.19466,0.94708,0.78237,1.4324,80.9,-0.2591,0.0414,0.3005,1548.0427,0.179084,-424.188026,-424.176967,-424.176023,-424.224585,39.964
gdb_95747,OC1COCC(=C1)C#N,2.98109,1.17604,0.88193,3.5428,74.15,-0.2717,-0.0501,0.2216,1249.2952,0.124893,-437.896292,-437.888003,-437.887059,-437.929368,30.456
gdb_35479,N#CC1OC2CC2C=C1,2.81744,1.53622,1.36593,3.9092,73.34,-0.2499,-0.0154,0.2345,986.7317,0.125709,-400.739462,-400.732119,-400.731175,-400.771332,28.472
gdb_54701,NC(=O)C1C2C3CC1C23,3.57189,1.33466,1.27006,3.3886,74.84,-0.233,0.0282,0.2612,1049.9674,0.148877,-401.928281,-401.920386,-401.919441,-401.961712,30.361
gdb_70068,CC12CC1C=CC(=N)O2,2.76825,1.62907,1.19504,4.0133,81.21,-0.2331,-0.034,0.199,1067.0142,0.148424,-401.959271,-401.951418,-401.950474,-401.99148,31.041
gdb_71005,OC12CC3(CCC13)CC2,2.9051,1.55476,1.41082,1.2602,83.12,-0.2319,0.077,0.309,1030.6861,0.184419,-387.010036,-387.00256,-387.001615,-387.041209,31.994
gdb_45864,O=C1OC=NCC11CN1,2.65458,1.85295,1.23017,1.4059,66.11,-0.2693,-0.0363,0.2331,969.9823,0.114529,-453.960419,-453.953215,-453.952271,-453.992333,27.142
gdb_32264,COc1c(nccn1)O,2.69771,1.65124,1.03093,0.4965,72.96,-0.2233,-0.0311,0.1923,1095.1801,0.114176,-454.00044,-453.992783,-453.991839,-454.03274,28.465
gdb_31222,c1nc(c(o1)CO)C#N,2.2878,1.73635,1.00048,4.8221,66.24,-0.2679,-0.0437,0.2242,1079.5551,0.089993,-452.779058,-452.77121,-452.770265,-452.812471,27.47
gdb_115862,OCC1COC2C(O)C12,2.79446,1.29322,1.15718,1.1811,69.93,-0.2376,0.0724,0.31,1130.6343,0.159544,-460.130511,-460.121761,-460.120817,-460.164231,32.643
gdb_43558,N=C1OC(C#N)C1C#C,2.16465,1.65245,1.06139,2.6622,69.8,-0.2851,-0.0194,0.2657,1080.32,0.087869,-415.568827,-415.560678,-415.559734,-415.602133,29.25
gdb_34903,N#CC1C2CC2C1C#N,1.96033,1.93688,1.21349,6.5339,72.65,-0.3096,-0.0044,0.3051,1023.5208,0.11371,-379.664612,-379.656903,-379.655959,-379.697242,28.449
gdb_86584,CC1OC(C1O)C(C)=O,2.851,1.15729,0.91425,2.9063,72.45,-0.2385,-0.0197,0.2188,1307.1378,0.155756,-460.163082,-460.153047,-460.152103,-460.199145,35.508
gdb_18988,C1CN2C1C1OCC21,3.83367,2.22843,2.09687,0.349,66.37,-0.2107,0.0546,0.2654,737.7456,0.144606,-363.779641,-363.773568,-363.772624,-363.809936,24.343
gdb_106200,COC12C3OC4C(C14)C23,3.48391,1.52186,1.45469,0.8067,69.7,-0.2191,0.0865,0.3056,959.676,0.136112,-421.746574,-421.739527,-421.738582,-421.77818,27.994
gdb_34009,C#CC12OC1CCC=C2,3.58895,1.33536,1.1131,1.8975,80.6,-0.2419,-0.0111,0.2308,1105.8506,0.135792,-384.652158,-384.644363,-384.643419,-384.684158,30.801
gdb_90124,CN1CC23CCC(O2)C13,3.69742,1.40191,1.30596,2.2574,79.74,-0.207,0.0823,0.2893,1065.5824,0.172128,-403.07005,-403.062645,-403.061701,-403.101454,30.347
gdb_110888,CCC1C2CC(C2)C1=O,2.82579,1.40222,1.13582,2.9201,82.28,-0.2288,-0.005,0.2238,1168.7132,0.184079,-387.106283,-387.098071,-387.097126,-387.139088,32.233
gdb_24849,N=C1NC(=O)C=CC=N1,2.48432,1.77236,1.07932,3.845,75.05,-0.2577,-0.1025,0.1553,1041.981,0.103675,-432.91045,-432.903235,-432.902291,-432.94268,26.959
gdb_131827,c1cn(nc1O)CCO,4.36784,0.83903,0.74314,1.3298,71.73,-0.2157,0.0241,0.2397,1482.7567,0.136962,-455.157881,-455.149171,-455.148226,-455.192189,31.715
gdb_63749,CC1(CC2(O1)COC2)C,3.67022,1.10367,0.99842,2.6241,78.3,-0.2463,0.0591,0.3054,1276.5579,0.180466,-424.20192,-424.192708,-424.191764,-424.236172,34.791
gdb_33936,C#CC12CC1OC1CC21,3.28978,1.42756,1.24486,0.793,78.2,-0.2334,0.0446,0.2781,1039.4321,0.13565,-384.61836,-384.610913,-384.609968,-384.649907,30.362
gdb_53717,C#CC#CC#CC(=O)N,11.40399,0.46393,0.44579,3.7775,107.3,-0.2478,-0.0798,0.1681,2245.2658,0.075317,-398.304997,-398.295577,-398.294633,-398.340225,32.151
gdb_5570,CCc1cc[nH]c1N,3.09446,1.76819,1.2206,1.0827,74.61,-0.1915,0.0547,0.2462,1018.8326,0.155203,-344.023049,-344.01451,-344.013566,-344.056655,31.251
gdb_11812,OC1C(=O)OC11CC1,3.60578,1.86336,1.40342,3.2386,58.2,-0.2632,-0.0035,0.2597,864.7367,0.105874,-419.673137,-419.66576,-419.664816,-419.704859,26.973
gdb_1397,CC(CC#N)C#N,6.67352,1.45114,1.24798,0.6891,58.34,-0.3343,0.0003,0.3346,888.8668,0.101478,-303.533559,-303.526088,-303.525144,-303.565337,25.55
gdb_60409,CC(C)CCC1COC1,4.11428,0.63149,0.57586,1.9693,89.34,-0.2412,0.0757,0.3168,2008.5162,0.227789,-389.479692,-389.468944,-389.468,-389.517081,38.554
gdb_123166,CCOCCCN1CC1,7.36741,0.46226,0.45058,1.7113,88.73,-0.2314,0.0881,0.3195,2500.3124,0.21572,-405.510571,-405.49972,-405.498776,-405.548096,38.038
gdb_8878,CCC(=O)C(C)OC,3.25629,1.29227,0.98249,2.587,72.29,-0.2398,-0.0101,0.2297,1245.5803,0.173166,-386.157013,-386.146754,-386.145809,-386.193134,35.281
gdb_47345,N=C1CCCC(O1)C#N,2.48902,1.43483,1.23941,3.6358,73.44,-0.2739,0.004,0.278,1074.8141,0.137871,-418.037704,-418.029572,-418.028628,-418.071005,30.025
gdb_44394,O=C1NC2C3CN(C3)C12,3.68303,1.59421,1.42661,4.7307,71.25,-0.2403,0.0177,0.258,928.6688,0.139719,-417.979693,-417.973308,-417.972364,-418.010332,26.484
gdb_90711,CC1(O)CC2C(O)CC12,3.11376,1.18623,1.14626,1.2339,78.09,-0.2457,0.0729,0.3187,1186.1487,0.181232,-424.19759,-424.188503,-424.187559,-424.230958,35.837
gdb_79390,CC12C(O)C3N1CC23O,2.48741,1.5697,1.47129,2.3303,71.98,-0.2494,0.0649,0.3142,1002.4834,0.146389,-438.99256,-438.984235,-438.983291,-439.024852,32.595
gdb_70837,CC12OC3(C)C1COC23,2.36548,1.95363,1.3893,1.2586,74.96,-0.2285,0.0851,0.3137,1003.589,0.158144,-422.978807,-422.970681,-422.969737,-423.010957,31.827
gdb_5495,C#Cc1c[nH]cc1N,3.62651,1.90838,1.25242,2.4633,73.84,-0.1842,0.0189,0.2031,908.7508,0.108095,-341.586507,-341.578925,-341.577981,-341.617871,29.126
gdb_110619,COC1C2C3NC3(C)C12,2.97529,1.35803,1.19119,2.1866,78.91,-0.2425,0.0868,0.3293,1137.3941,0.170672,-403.078391,-403.069747,-403.068803,-403.111616,32.915
gdb_39249,C1C2CCC3CC=CC123,2.79826,1.75602,1.27799,0.1814,88.06,-0.2138,0.0288,0.2425,1048.6709,0.18611,-349.971032,-349.96385,-349.962906,-350.002342,30.167
gdb_63010,CC1(O)C2CC2N2CC12,2.42654,1.73683,1.4973,2.1191,76.9,-0.2287,0.0709,0.2996,998.8522,0.171183,-403.103487,-403.095469,-403.094525,-403.135239,33.036
gdb_68767,CC12COC(=N)C1(C)N2,2.50712,1.72251,1.22,3.7886,77.33,-0.2407,0.024,0.2647,1069.7736,0.159545,-419.21353,-419.204853,-419.203909,-419.246368,33.133
gdb_93678,CC1OCC(C)(O)C1O,2.1967,1.60233,1.2662,1.9374,73.32,-0.2432,0.0541,0.2973,1110.6712,0.181304,-461.370477,-461.360815,-461.359871,-461.40463,36.87
gdb_14848,COC1CNC1C#N,2.35596,2.28981,1.28199,4.7594,65.71,-0.2483,0.0128,0.261,945.8261,0.130501,-379.890597,-379.882455,-379.881511,-379.923586,28.61
gdb_100958,CC(CO)C1(O)CC1C,2.15346,1.17184,0.96439,0.2361,81.91,-0.249,0.0739,0.3229,1371.1332,0.202818,-425.410716,-425.399753,-425.398809,-425.446294,40.757
gdb_113152,COC1CC1(O)C#CC,3.12843,0.82473,0.79531,1.9707,83.3,-0.2194,0.0366,0.2559,1572.8246,0.15514,-422.967507,-422.956757,-422.955813,-423.004987,37.297
gdb_106611,OCC12CC(CO1)C2=O,2.66723,1.60087,1.30205,2.5376,67.93,-0.2324,-0.0259,0.2065,1010.8539,0.136028,-458.942428,-458.934557,-458.933613,-458.974896,30.096
gdb_58007,CC(O)C(=O)CNC=O,3.81989,0.75951,0.65694,1.1702,70.73,-0.259,-0.0455,0.2135,1650.4194,0.144877,-476.266209,-476.256028,-476.255084,-476.303485,35.158
gdb_113459,CCC1NC11CN2CC12,4.26704,0.93331,0.91483,2.2376,83.45,-0.2213,0.0728,0.2941,1396.0092,0.182938,-383.197655,-383.188974,-383.188029,-383.231194,33.402
gdb_116866,CC(C#C)C#CCCO,3.28581,0.60028,0.52551,0.8601,86.74,-0.2486,0.0375,0.2861,2075.7562,0.155732,-385.823117,-385.812113,-385.811168,-385.860954,38.192
gdb_70050,CC12CC1C=C(C2)C=O,3.60428,1.10996,0.9518,3.6453,85.55,-0.2417,-0.0523,0.1893,1268.3964,0.159168,-385.913446,-385.905153,-385.904208,-385.946192,32.002
gdb_89795,CC1CC2(CC2)C2OC12,3.12207,1.34685,1.12249,1.8073,82.23,-0.2536,0.0923,0.346,1173.3269,0.183301,-387.077913,-387.069727,-387.068783,-387.110384,32.733
gdb_24168,c1cn(cn1)CC2CC2,4.9874,0.92307,0.83053,4.1526,80.98,-0.2188,0.0335,0.2523,1396.5038,0.161891,-382.091116,-382.083074,-382.082129,-382.125042,30.132
gdb_121975,OCCCC(O)CC#C,6.12201,0.52657,0.50439,2.9823,82.03,-0.2558,0.048,0.3038,2143.1441,0.178747,-424.184793,-424.173527,-424.172583,-424.222159,39.701
gdb_42455,C#CCC(=O)NCC#C,2.32129,1.00906,0.74106,2.9544,77.71,-0.2499,0.0205,0.2703,1480.8307,0.12098,-400.709857,-400.699945,-400.699,-400.746351,34.932
gdb_29982,Cn1ccc2c1cco2,3.39111,1.66255,1.12351,2.6197,78.33,-0.1843,0.0177,0.2021,1033.37,0.12672,-400.784033,-400.77666,-400.775716,-400.816594,27.947
gdb_118517,CCC(CCO)CC#N,1.94656,0.8813,0.64514,3.4679,83.34,-0.276,0.0341,0.3101,1744.2729,0.192387,-404.367007,-404.355885,-404.35494,-404.404548,38.767
gdb_128021,CN=CNc1c[nH]nc1,4.78524,0.90271,0.76302,4.255,82.03,-0.1948,0.0206,0.2154,1455.6124,0.137857,-414.201809,-414.193214,-414.192269,-414.235563,31.283
gdb_11319,CN=C1OC(C)C=C1,4.26188,1.52621,1.20129,2.8616,76.03,-0.2309,-0.0243,0.2066,1027.2765,0.141866,-363.890163,-363.882064,-363.88112,-363.923309,29.077
gdb_11857,CCN1CC2(C1)CO2,6.24588,1.11262,1.04843,2.2823,73.3,-0.2151,0.082,0.2971,1178.0965,0.164348,-365.01215,-365.003954,-365.00301,-365.044948,30.369
gdb_94057,CC1CCC(CC1)C#N,4.14168,0.9161,0.79151,4.3237,86.72,-0.3036,0.0426,0.3462,1473.599,0.196253,-367.265328,-367.256384,-367.25544,-367.298753,34.57
gdb_12386,CC1NCCNC1=O,2.95891,2.13557,1.32854,3.7685,68.93,-0.2276,0.0313,0.2589,933.5304,0.156651,-381.160218,-381.152569,-381.151625,-381.192144,29.078
gdb_113570,COC1CC11OCC=C1,4.01879,1.05966,0.96616,1.7107,80.75,-0.2102,0.0149,0.2251,1289.7983,0.157819,-422.991541,-422.982824,-422.98188,-423.025342,32.313
gdb_31556,CNc1nc(c(o1)N)O,3.31622,1.16313,0.87156,2.9726,70.21,-0.1808,0.0407,0.2215,1287.3134,0.124808,-471.230088,-471.221033,-471.220089,-471.263705,33.05
gdb_93319,CC1NCC(=O)C1C#N,2.07711,1.70157,1.11519,5.4725,73.21,-0.2525,-0.046,0.2065,1109.8278,0.136189,-418.039543,-418.030998,-418.030054,-418.073019,31.421
gdb_47421,N=C1OCCC1C1CO1,2.79979,1.33262,1.0002,2.0319,72.55,-0.2605,0.0195,0.28,1183.5177,0.148813,-439.080619,-439.072453,-439.071509,-439.114439,29.928
gdb_68580,CC12CC(CC#N)(C1)C2,4.13424,0.97294,0.91195,4.0332,84.22,-0.3016,0.0363,0.3379,1342.2165,0.171119,-365.993566,-365.984925,-365.983981,-366.027023,33.153
gdb_86550,OC1CC(C1)C1(O)CC1,3.95252,0.9447,0.93438,2.6442,78.71,-0.2374,0.0617,0.2991,1354.9242,0.180699,-424.191823,-424.18221,-424.181266,-424.226477,36.361
gdb_50687,O=CC1CCCC1C=O,1.75806,1.61794,0.91729,4.3769,76.94,-0.2518,-0.0366,0.2152,1267.5601,0.158561,-423.055706,-423.046714,-423.04577,-423.091279,32.023
gdb_40192,C1CC11CCC2COC12,2.93294,1.54904,1.25296,1.7247,81.76,-0.2406,0.0778,0.3184,1080.736,0.184898,-387.075711,-387.06806,-387.067116,-387.107777,30.849
gdb_62706,CC1(O)C2C3C1CCN23,2.82932,1.72622,1.53588,2.6275,77.28,-0.2308,0.0688,0.2997,970.2679,0.172189,-403.118261,-403.110545,-403.109601,-403.14972,31.795
gdb_57715,CC(N)(CNC=O)C#N,3.00599,0.92794,0.86354,4.7329,74.31,-0.261,0.0133,0.2743,1381.5876,0.146986,-435.302686,-435.292654,-435.29171,-435.338349,35.696
gdb_112073,CCC1C=CCC1C=O,1.92953,1.49505,0.92743,2.715,84.34,-0.2361,-0.0191,0.217,1313.6238,0.181801,-387.115135,-387.105759,-387.104814,-387.15009,34.349
gdb_117612,COCC(C#N)(C#N)N,2.32743,1.22753,1.04264,4.6304,70.1,-0.2804,-0.0225,0.2578,1207.1313,0.12241,-434.053603,-434.043533,-434.042589,-434.089019,34.524
gdb_107651,OCC12CC1COC=N2,3.33839,1.32983,1.09928,2.8717,72.59,-0.2434,0.0096,0.253,1113.9235,0.149176,-439.078533,-439.070562,-439.069618,-439.111166,30.47
gdb_101432,CC(CO)C1OCC1O,2.57167,1.13716,0.86462,3.5339,74.76,-0.2452,0.0544,0.2996,1368.8197,0.180545,-461.332268,-461.321943,-461.320999,-461.368109,37.01
gdb_2093,CC1COC=NC1,4.91506,2.43886,1.7375,2.2593,60.82,-0.2443,0.0284,0.2727,729.9612,0.138772,-325.795649,-325.789053,-325.788109,-325.825979,24.495
gdb_24022,N#CC1CN2C=CN=C12,4.26364,1.24448,1.05045,5.2336,72.93,-0.2397,0.0043,0.244,1085.0731,0.103726,-395.736996,-395.729965,-395.729021,-395.769199,25.668
gdb_129887,c1c(oc2n1cnn2)N,5.56375,1.35007,1.08775,7.4862,66.15,-0.2197,0.0099,0.2296,1010.5596,0.092021,-448.929637,-448.922942,-448.921997,-448.960603,25.775
gdb_115406,COC1CNC(O1)=NC,2.60044,1.2665,0.92176,2.8984,75.85,-0.2145,0.066,0.2805,1303.2167,0.158944,-456.355755,-456.346055,-456.345111,-456.391769,33.55
gdb_61617,CC1CC1CC(O)C#N,3.33948,0.81942,0.71651,3.7061,80.08,-0.278,0.0144,0.2923,1595.1396,0.169444,-403.145525,-403.135465,-403.134521,-403.181449,36.214
gdb_92280,CC1CC2N=COC2O1,2.70832,1.65889,1.55763,1.1019,70.07,-0.2594,0.0162,0.2756,954.6575,0.150248,-439.120517,-439.113169,-439.112224,-439.152518,28.49
gdb_37348,C1C2OC=NC1C1NC21,3.15836,1.93014,1.66376,1.8989,69.7,-0.2465,0.0209,0.2673,850.736,0.141063,-417.997472,-417.991473,-417.990529,-418.027483,25.612
gdb_25858,CC(=O)c1coc(=O)o1,4.2989,1.10898,0.88644,5.4401,62.96,-0.267,-0.0753,0.1917,1208.8488,0.087632,-493.765438,-493.757469,-493.756524,-493.799112,27.688
gdb_28711,Cc1cnc([nH]1)OC=O,6.64518,0.84294,0.7544,4.6624,71.34,-0.2203,-0.0124,0.2078,1435.6516,0.112619,-454.010356,-454.00189,-454.000946,-454.044415,29.572
gdb_89480,CC1CC2(C)CCC1C2,2.6105,1.46462,1.28321,0.1056,91.16,-0.2776,0.076,0.3536,1169.8443,0.231793,-352.394415,-352.385808,-352.384863,-352.426892,35.631
gdb_65706,CC1(CC1C=O)OC=N,2.61724,0.99882,0.8822,2.1348,76.79,-0.2582,-0.0324,0.2258,1371.8463,0.144588,-439.078629,-439.069097,-439.068153,-439.11354,34.105
gdb_128275,Cc1cnc(nn1)NC,4.94442,1.06135,0.88353,2.1832,82.12,-0.2187,-0.0529,0.1657,1312.7611,0.136177,-414.215665,-414.206587,-414.205642,-414.250576,31.565
gdb_88144,OC1CC11CCOC1=N,2.55161,1.52868,1.13982,2.4646,73.57,-0.2503,0.0278,0.2781,1097.3521,0.148575,-439.090583,-439.082324,-439.08138,-439.12345,31.433
gdb_21293,COc1c(n[nH]n1)O,3.62657,1.9366,1.27259,1.1354,56.36,-0.2134,0.0071,0.2205,888.6422,0.09613,-431.906054,-431.898377,-431.897433,-431.93832,26.522
gdb_12699,CC1CCC(C)C1C,3.10054,1.62305,1.27881,0.1582,84.16,-0.2902,0.0734,0.3636,1095.6343,0.224126,-314.299616,-314.290378,-314.289434,-314.332844,35.518
gdb_67059,CC12N3CC1(C3)OC2=N,2.94719,1.74542,1.43381,2.2309,75.34,-0.2351,-0.0112,0.2239,947.4512,0.134906,-417.840422,-417.832816,-417.831872,-417.872069,30.285
gdb_66379,CC1(CCCCO1)C=O,2.26588,1.45419,1.29482,1.703,78.34,-0.2399,-0.0286,0.2113,1129.6717,0.182067,-424.254183,-424.245206,-424.244262,-424.287622,34.384
gdb_12526,OC1CC=CC=CC1,3.30352,1.85038,1.24996,1.0712,76.42,-0.2139,-0.023,0.1909,967.3795,0.155428,-347.815324,-347.807733,-347.806789,-347.847554,29.114
gdb_101981,COC(C=O)(C=O)C=O,1.8863,1.59689,1.17764,0.1097,65.22,-0.2564,-0.0713,0.185,1094.3115,0.106634,-494.894425,-494.884502,-494.883558,-494.92995,33.111
gdb_45658,C1C=CC2=NCC(=O)N21,3.20127,1.74831,1.14685,3.7171,74.19,-0.2382,-0.0482,0.19,994.0697,0.115616,-416.870781,-416.864077,-416.863133,-416.902014,25.827
